xA,yA
0.0,0.0
5.025711319467468,0.0
10.298646722104419,0.23349821629985268
14.013198413321362,-3.3345818744745555
18.307836484719587,-7.212511102691173
22.317277599850584,-3.4364245942360805
25.75480430702139,0.5769914743628712
29.410303871173685,4.254891143554254
34.59023486850143,2.089066892284133
30.775492407122314,-1.6604626034595888
25.32450746841061,-0.6714548231231044
20.172997584656446,2.1179893175923183
26.02061874353118,1.2029713342582786
31.186259550576064,4.184300919594266
36.70897212294649,4.639666903578653
36.008426970095236,-0.8831268699957278
30.271458858955246,-1.1972767545374123
24.871354290187487,0.8549369748258198
24.794511062735516,6.024355573795111
30.02674561602956,3.6029012206392763
33.044736572721064,-0.7082420365191617
35.685254335125634,-5.124146073385724
31.456952752413002,-1.7589478005529244
28.792610141187794,2.8996422619684523
25.238235823332666,7.434824745911663
30.955808700869508,6.1050388926387065
35.160902056830935,2.98132798492936
39.843065406906504,-0.7401164633355273
36.629501336205976,3.2478846664245458
30.96092663903454,4.410179278583763
33.905195137169194,8.830211726969582
39.34490383072333,9.52339939061821
39.045274982737084,4.310877726529293
39.012601005241564,-1.623234322817079
33.82505360129999,0.8235149802677539
29.195202043836524,3.634876217835182
32.90056254428315,8.119457562112434
38.49156201968463,9.711233393101727
43.95040872886144,11.142421869028553
46.22768058108719,5.894992088870171
43.99116042121832,1.0070667114769458
38.90242576151415,-0.15412169138665077
34.05547822032588,3.260633752615055
36.82840827131337,7.776588959679491
41.179974636303996,10.900853625999407
42.33265073595706,5.86719805896431
37.35483201933964,3.0772859072495704
32.20880216946497,6.0020003639842034
32.53701621838349,11.458694128672633
34.963295400179,16.25157787839875
39.57060054791234,12.456447727845921
38.30229245826689,6.659085202695493
34.18901262930328,3.2331687824658193
29.88421937796847,7.219068010278315
30.40728667426806,13.156055304919999
35.279796836993384,15.368010003703422
40.49538617802895,16.124799537458287
38.49056383706195,11.39956474708463
34.351537536739016,7.414026811010283
32.19595085056084,2.1178359921499714
29.28362203338597,6.416560037544309
33.71940348403323,9.432222541636095
37.73310859130231,5.670388194289993
39.071922355413946,0.487370608623122
35.19776805565191,-3.9476717533485033
34.049530296408044,1.21550630152411
31.694177251799815,6.72929647109636
36.87274730583934,5.1999073613474955
42.1673005083483,3.889545054907612
41.070863683077704,-1.0777893379726393
35.29543572425381,-1.5443600484002897
30.145987372336066,-0.7153197133596674
26.547400039208107,3.828663953173008
31.33899445933561,7.226333243900028
35.694890421148024,10.836312687976141
39.23906976451522,6.5067604978906335
36.58358391059342,1.5986014013393302
32.01258130109687,4.246435471256206
31.232540714437818,9.84632651232591
31.894763357105187,15.125730951708993
36.910706565289665,14.042003018137024
40.74341296858862,9.937381870873605
35.52416983057781,8.272364899771206
30.96128901513222,11.430747801052398
25.252412339630816,12.416449445829045
26.83534453541457,17.250971583513483
31.625009182283844,14.597794027960289
32.5072616087888,9.139586867405214
32.61416542702908,3.8976667234299107
27.797939576430192,6.832689419063422
25.75257332233831,12.336975668240331
29.130354888758944,16.222571233083364
33.39462082059268,19.311069270609636
36.760268204325484,14.523717853656844
37.99768520783728,8.942971615954807
32.19449999122602,9.360108348568101
30.107509461700182,14.428816654374671
35.34887262689782,15.802241228337428
38.328978611492,11.758434759894719
42.72545910192099,9.01276613587293
39.304303333185985,4.658813358567339
34.1552208882102,7.148096012088093
36.80706830954891,12.11223143877422
39.24262984990815,16.67269825732092
42.867309173179606,12.880980890494413
45.7020520487967,7.628219703345992
40.457446853873826,7.531016235179492
34.82072437731122,9.13948328260019
31.99453345901417,13.490389131854558
37.20512295109793,15.074109464437425
40.80087736624955,11.265976080174065
37.065561867858314,6.94863568941547
34.155847021405314,2.549796241828701
28.85132786571092,2.705778422499917
25.406684899423325,7.104249178640213
27.671563416745606,12.193943678460052
33.38694035253219,11.531054993260472
36.734850074907335,7.1923730086788344
34.10509079668999,2.2730292403677117
29.639897686827755,-0.16748036342228323
25.503187133312018,2.969164351491019
27.235243058700718,7.813159101888397
32.60487653199582,9.68459498135404
37.64863767484487,6.641467413831419
34.655903332851224,1.5628741095453123
31.682940701422982,-2.8077002628535723
26.531833496817523,-2.347011495227945
25.444419813481282,2.666948374528223
25.825266995416587,7.953665066121684
31.312494764215618,9.955169791860403
36.28589387672145,6.815827417751763
35.2420623032464,1.0535510347609005
30.48628189537957,4.403642367229912
25.981599889794317,8.24155201613687
27.185732475991724,13.873680640734367
32.47063451363776,16.03890641028182
32.93816901164339,10.431538406496081
28.679666387278452,6.789977983270938
26.81845521738721,1.5479657452653859
21.418058241642825,2.415944311250384
20.242786507869855,8.23887999217669
26.00336611613139,9.243851101356558
31.250733023891314,9.862855174749042
27.925254294699577,4.988982115160107
23.120125966854307,2.967201718767183
19.419743669922962,7.608422362009962
24.948006213248284,9.301969276963115
30.410915816692476,9.157532262667319
33.3675528821136,4.149371467892446
29.736890694031377,0.6571338695187179
24.920597251713872,-1.0788160943194733
22.609725011648916,3.7438343245609276
27.314089118530735,6.895560513600251
32.281948126813234,4.934363896814458
36.35646081937784,1.8544577332979135
31.04880603010998,1.5265375747909486
26.108462717357014,3.4364634074595353
20.977856185716234,4.628906236767888
26.053154072494088,6.8890257920205835
30.676024936784067,3.187977445388152
34.75708626974332,-1.1182491027056
29.490297290320154,-1.2702693532151463
24.156698564359314,0.8289841784813938
21.2915499097558,5.536442051626276
26.9078330596227,7.520740677611007
32.55560939370746,8.348429183334279
33.96910873883567,3.005633900766062
28.3915429889392,2.538227920348141
25.897360649791178,7.305626426760818
26.208915715645404,12.614856862267892
31.93071083440611,11.515108680093416
35.386282715827875,7.839632551073364
32.84307649382802,2.673629793488036
27.566636074921103,4.954090276184099
24.318415905396073,9.507405989088664
28.87629838933974,12.74618342557875
33.91921869161802,13.083902858439577
36.478523404115364,8.006415421987814
33.99552908041148,3.494731233085756
28.874968602786193,4.4105525260632295
23.04169532107849,5.692154315557891
24.075492098728756,10.65368760084642
28.75037354307669,12.872918728893586
33.10981628374637,9.117172664887873
33.46949804698735,3.889949090746911
27.904439426171923,2.03047309519806
24.62894130591246,6.940957457379231
20.676136124768405,10.848083925432526
25.285325123691297,13.559781124371513
30.67665133814267,11.005207605044983
32.0108243556305,6.154429754398841
27.141397867203274,7.989618195622881
23.451954979574307,11.727932214291505
29.031133312929725,11.169145547082696
33.08038575891014,6.967377872324318
28.637319524362027,4.178539304985783
23.111044768086696,4.3297278491320075
17.260913136282483,3.3456481765758936
13.200387900398894,7.751447070966348
15.264172185460254,12.54118294533508
20.707325395071976,13.19780340735191
25.119505447212262,10.643683829220416
20.412816245553582,7.602660195836444
15.43030101547907,5.351202933442662
18.028136555438707,10.451468168907251
22.589835605070718,13.480536879058215
28.42927846307424,14.568030724626434
26.17007124261491,9.708741394760645
20.91960347873658,7.5187297351462
15.63296885676547,6.265724706988298
16.025080208938398,11.626910518366243
18.04452124273765,16.480975543229555
23.65462402678241,16.039688182641026
21.40479705380134,11.353926276241449
20.783342785748406,6.34959419219804
14.920427997508359,5.832856659858104
12.828498442524866,10.964758263159442
14.56721340111565,15.975564318818808
20.12862064353156,17.16632807507099
23.949521662010977,13.218484008478583
18.454423729683384,12.21599392299103
13.342777787599292,11.953416489940624
12.620774426032265,17.136293557570628
12.831769990152887,22.499747716922958
12.618978001256345,17.085418093724435
15.8504357490328,12.087032615865498
12.428945562859617,7.7158935965953885
7.419975196008476,6.460285113708043
6.364650484717886,11.365248950472278
4.291033358877522,16.188905747343814
8.029662983821094,20.804567261958315
9.12852353818133,15.329910420610593
8.417282772219801,9.93075920501644
11.106776675105253,5.284396386812447
5.45653598944367,6.6333260715545785
5.806938640747277,12.496339451170137
4.127370372779776,17.291609355874073
7.5574124467909085,13.087283396018297
7.369986602056493,8.019287407084377
2.763542470612367,4.732572111483336
-2.5268749204393313,7.09736268384187
-1.825960445909259,12.79943983342529
3.8800268174848522,12.153705211734676
5.535292663875623,6.791438516265689
3.8558337286043964,1.453498928376348
-1.4550369203935127,0.6547100076625164
-3.7931621184966238,5.350394626950585
-0.16350502662226996,9.415521308118764
3.125144206295433,5.355351158377853
7.875058146792169,3.307663543308193
1.9517131536187513,3.12130960493621
-3.4106764662860893,5.235548825134661
-4.769943514148799,10.265125421159727
-1.647628993428202,14.207380823900529
2.082862258490522,10.483051537067546
-0.7346418598401399,6.130748126038487
-6.277220958593993,4.176090572945846
-8.430316337703307,9.337896581806806
-3.3751844743292976,11.048009463771105
1.338780605537636,8.469492344366332
6.872944190630277,10.266828711515803
4.185806220904143,14.648331215495936
-0.17969786352853045,18.588355047785896
-1.8479504713155213,13.505240210326342
3.4156821780244218,12.743085129123017
9.410579902742155,12.947371605831034
15.060152309920294,13.75071988582077
9.876754312874645,16.006022578745384
4.700303017975413,16.78090773677152
-0.21772261060853726,15.58359300929517
-0.8413277372396463,9.908382311675247
4.440550138430915,7.446091929386322
9.582345360499168,10.206731884056095
12.820349551830459,15.117375355748258
10.344899739685678,19.613598771565332
4.695208353727975,20.686976559370464
0.1591435037361446,18.347136934936884
0.1301255164066485,12.499993056769569
5.49538501626678,11.16287701027626
3.6398238567344032,16.11026418855439
-0.17192542695362567,20.718486741667196
-1.5902584390856287,26.484626125453246
1.9283059150473436,21.708619218969744
1.2840720842254734,15.983889253410451
1.014690987722744,10.91047457379401
2.763020277487337,16.198093587886035
7.55922113267773,19.33210683757921
4.452074679615048,24.236931187541607
-0.8112715445160381,23.222850789246507
1.3607834980048992,18.706776764972624
7.107991630716917,18.827954572274077
10.99879054065016,23.377006126834836
8.95527361363591,28.20165085086898
4.089824663679977,24.8729270561986
4.380199767566678,19.834627230063106
10.07261555016984,18.771138229439472
15.426399233619648,20.684705085675255
12.602986444652528,25.168055395068464
8.425939249835347,29.346306855680204
3.8293806105176618,26.416793022960043
5.863254664249871,21.039368584659382
9.28902784029556,16.219776874292137
14.701867203966136,17.43941184354768
10.959117206131157,20.87636418778629
6.024461674475053,22.0058589259438
0.7601939745128732,19.577978388384523
1.277224577199531,14.577733307239875
6.932328971833146,14.895198502317776
11.517109448304828,18.429612806174486
14.386905410977844,22.773300302164614
14.501055639981631,28.635901186199703
